time, power, status
3606.980, 9.79e-08, 0.00
3607.325, 1.63e-07, 0.00
3607.659, 1.29e-07, 0.00
3607.974, 1.23e-07, 0.00
3608.316, 9.77e-08, 0.00
3608.634, 1.36e-07, 0.00
3609.047, 1.23e-07, 0.00
3609.468, 1.24e-07, 0.00
3609.802, 1.35e-07, 0.00
3610.117, 9.98e-08, 0.00
3610.471, 1.16e-07, 0.00
3610.795, 1.36e-07, 0.00
3611.199, 9.77e-08, 0.00
3611.640, 9.82e-08, 0.00
3611.980, 1.49e-07, 0.00
3612.321, 1.37e-07, 0.00
3612.719, 1.67e-07, 0.00
3613.052, 1.36e-07, 0.00
3613.492, 9.84e-08, 0.00
3613.834, 9.94e-08, 0.00
3614.157, 1.35e-07, 0.00
3614.573, 1.00e-07, 0.00
3615.008, 1.23e-07, 0.00
3615.327, 1.29e-07, 0.00
3615.685, 9.81e-08, 0.00
3616.000, 1.39e-07, 0.00
3616.421, 1.11e-07, 0.00
3616.855, 1.12e-07, 0.00
3617.279, 1.08e-07, 0.00
3617.612, 1.36e-07, 0.00
3617.967, 1.35e-07, 0.00
3618.287, 1.35e-07, 0.00
3618.599, 1.01e-07, 0.00
3618.934, 1.22e-07, 0.00
3619.333, 1.36e-07, 0.00
3619.666, 9.81e-08, 0.00
3620.101, 1.25e-07, 0.00
3620.427, 1.36e-07, 0.00
3620.762, 9.92e-08, 0.00
3621.189, 9.95e-08, 0.00
3621.628, 1.04e-07, 0.00
3622.066, 1.15e-07, 0.00
3622.411, 9.90e-08, 0.00
3622.729, 1.36e-07, 0.00
3623.063, 1.01e-07, 0.00
3623.382, 1.37e-07, 0.00
3623.796, 9.94e-08, 0.00
3624.220, 1.20e-07, 0.00
3624.554, 1.17e-07, 0.00
3624.868, 1.20e-07, 0.00
3625.229, 1.22e-07, 0.00
3625.541, 1.36e-07, 0.00
3625.877, 1.11e-07, 0.00
3626.197, 1.36e-07, 0.00
3626.610, 1.23e-07, 0.00
3627.045, 1.25e-07, 0.00
3627.387, 1.00e-07, 0.00
3627.781, 1.35e-07, 0.00
3628.115, 9.90e-08, 0.00
3628.558, 9.97e-08, 0.00
3628.898, 1.12e-07, 0.00
3629.297, 1.36e-07, 0.00
3629.632, 9.95e-08, 0.00
3629.981, 1.01e-07, 0.00
3630.309, 1.51e-07, 0.00
3630.704, 1.01e-07, 0.00
3631.021, 1.66e-07, 0.00
3631.360, 1.02e-07, 0.00
3631.778, 9.81e-08, 0.00
3632.099, 1.36e-07, 0.00
3632.437, 9.90e-08, 0.00
3632.779, 9.94e-08, 0.00
3633.116, 1.20e-07, 0.00
3633.519, 1.01e-07, 0.00
3633.953, 9.97e-08, 0.00
3634.380, 1.68e-07, 0.00
3634.713, 1.23e-07, 0.00
3635.028, 1.35e-07, 0.00
3635.366, 9.70e-08, 0.00
3635.788, 9.76e-08, 0.00
3636.109, 1.02e-07, 0.00
3636.448, 9.80e-08, 0.00
3636.885, 1.12e-07, 0.00
3637.310, 9.81e-08, 0.00
3637.667, 1.05e-07, 0.00
3638.001, 1.16e-07, 0.00
3638.320, 1.25e-07, 0.00
3638.737, 9.77e-08, 0.00
3639.160, 1.12e-07, 0.00
