time, power, status
5247.649, 1.52e-08, 0.00
5247.967, 1.46e-08, 0.00
5248.306, 1.56e-08, 0.00
5248.729, 1.49e-08, 0.00
5249.064, 1.56e-08, 0.00
5249.402, 1.48e-08, 0.00
5249.823, 1.78e-08, 0.00
5250.161, 1.50e-08, 0.00
5250.562, 1.40e-08, 0.00
5250.898, 1.49e-08, 0.00
5251.315, 1.56e-08, 0.00
5251.638, 1.43e-08, 0.00
5251.973, 1.49e-08, 0.00
5252.391, 1.41e-08, 0.00
5252.713, 1.37e-08, 0.00
5253.049, 1.27e-08, 0.00
5253.485, 1.50e-08, 0.00
5253.830, 1.33e-08, 0.00
5254.146, 1.36e-08, 0.00
5254.548, 1.48e-08, 0.00
5254.864, 1.57e-08, 0.00
5255.200, 1.50e-08, 0.00
5255.622, 1.46e-08, 0.00
5255.973, 1.40e-08, 0.00
5256.308, 1.42e-08, 0.00
5256.717, 1.43e-08, 0.00
5257.056, 1.48e-08, 0.00
5257.377, 1.42e-08, 0.00
5257.779, 1.50e-08, 0.00
5258.100, 1.39e-08, 0.00
5258.436, 1.48e-08, 0.00
5258.879, 1.49e-08, 0.00
5259.277, 1.25e-08, 0.00
5259.599, 1.51e-08, 0.00
5259.935, 1.30e-08, 0.00
5260.252, 1.41e-08, 0.00
5260.594, 1.28e-08, 0.00
5260.932, 1.47e-08, 0.00
5261.249, 1.47e-08, 0.00
5261.651, 1.54e-08, 0.00
5262.088, 1.47e-08, 0.00
5262.526, 1.28e-08, 0.00
5262.869, 1.49e-08, 0.00
5263.184, 1.30e-08, 0.00
5263.522, 1.49e-08, 0.00
5263.844, 1.50e-08, 0.00
5264.260, 1.55e-08, 0.00
5264.683, 1.50e-08, 0.00
5265.000, 1.49e-08, 0.00
5265.336, 1.53e-08, 0.00
5265.800, 1.50e-08, 0.00
5266.196, 1.48e-08, 0.00
5266.623, 1.50e-08, 0.00
5267.059, 1.76e-08, 0.00
5267.500, 1.56e-08, 0.00
5267.843, 1.49e-08, 0.00
5268.159, 1.40e-08, 0.00
5268.580, 1.80e-08, 0.00
5268.998, 1.50e-08, 0.00
5269.314, 1.51e-08, 0.00
5269.656, 1.52e-08, 0.00
5270.092, 1.38e-08, 0.00
5270.430, 1.49e-08, 0.00
5270.752, 1.43e-08, 0.00
5271.167, 1.49e-08, 0.00
5271.590, 1.51e-08, 0.00
5271.907, 1.47e-08, 0.00
5272.243, 1.49e-08, 0.00
5272.666, 1.25e-08, 0.00
5272.982, 1.38e-08, 0.00
5273.318, 1.26e-08, 0.00
5273.741, 1.49e-08, 0.00
5274.058, 1.39e-08, 0.00
5274.393, 1.51e-08, 0.00
5274.816, 1.48e-08, 0.00
5275.152, 1.46e-08, 0.00
5275.568, 1.39e-08, 0.00
5275.911, 1.49e-08, 0.00
5276.250, 1.51e-08, 0.00
5276.655, 1.76e-08, 0.00
5276.992, 1.76e-08, 0.00
5277.334, 1.48e-08, 0.00
5277.656, 1.42e-08, 0.00
5278.071, 1.28e-08, 0.00
5278.410, 1.49e-08, 0.00
5278.730, 1.41e-08, 0.00
5279.148, 1.49e-08, 0.00
5279.486, 1.26e-08, 0.00
5279.808, 1.40e-08, 0.00
5280.224, 1.48e-08, 0.00
5280.648, 1.82e-08, 0.00
5280.984, 1.41e-08, 0.00
5281.320, 1.37e-08, 0.00
5281.743, 1.49e-08, 0.00
5282.161, 1.30e-08, 0.00
5282.585, 1.47e-08, 0.00
5282.921, 1.40e-08, 0.00
5283.238, 1.61e-08, 0.00
5283.681, 1.41e-08, 0.00
5284.118, 1.49e-08, 0.00
5284.541, 1.80e-08, 0.00
5284.858, 1.82e-08, 0.00
5285.194, 1.59e-08, 0.00
5285.550, 1.59e-08, 0.00
5285.873, 1.39e-08, 0.00
5286.270, 1.50e-08, 0.00
5286.595, 1.38e-08, 0.00
5286.932, 1.50e-08, 0.00
5287.273, 1.55e-08, 0.00
5287.595, 1.76e-08, 0.00
5288.010, 1.51e-08, 0.00
5288.428, 1.44e-08, 0.00
5288.750, 1.37e-08, 0.00
5289.086, 1.49e-08, 0.00
5289.522, 1.74e-08, 0.00
5289.945, 1.34e-08, 0.00
5290.363, 1.58e-08, 0.00
5290.685, 1.44e-08, 0.00
5291.021, 1.49e-08, 0.00
5291.438, 1.54e-08, 0.00
5291.760, 1.44e-08, 0.00
5292.096, 1.52e-08, 0.00
5292.538, 1.50e-08, 0.00
5292.876, 1.26e-08, 0.00
5293.192, 1.37e-08, 0.00
5293.594, 1.49e-08, 0.00
5293.910, 1.39e-08, 0.00
5294.246, 1.49e-08, 0.00
5294.669, 1.28e-08, 0.00
