Angle (deg),Average Power (nJ)
0.0,3.8364077669902903
20.0,1.7768831168831167
40.0,2.641456310679612
60.0,3.9456310679611635
80.0,5.968604651162794
100.0,8.397961165048544
120.0,12.032868217054265
140.0,18.317054263565897
160.0,27.173786407766983
180.0,40.48543689320388
200.0,55.65533980582524
220.0,68.75038759689924
240.0,84.38372093023256
260.0,117.78089887640448
280.0,123.6829457364341
300.0,118.66538461538461
320.0,121.53980582524271
340.0,123.48561151079146
