Wavelength (nm,Intensity AC 1
194.9648667,1126.0
195.23630391108566,1045.0
195.50773147432525,1048.0
195.77914938969263,992.0
196.0505576571618,1025.0
196.32195627670666,1103.0
196.59334524830112,1156.0
196.86472457191908,1136.0
197.13609424753452,1149.0
197.4074542751213,1144.0
197.67880465465336,1134.0
197.9501453861046,1142.0
198.221476469449,1156.0
198.49279790466042,1123.0
198.7641096917128,1162.0
199.03541183058002,1148.0
199.3067043212361,1181.0
199.5779871636549,1153.0
199.84926035781032,1158.0
200.12052390367631,1143.0
200.3917778012268,1165.0
200.66302205043567,1178.0
200.93425665127685,1177.0
201.20548160372428,1175.0
201.4766969077519,1162.0
201.74790256333358,1163.0
202.01909857044328,1156.0
202.29028492905485,1165.0
202.56146163914232,1202.0
202.83262870067955,1154.0
203.10378611364044,1178.0
203.37493387799896,1203.0
203.64607199372895,1195.0
203.91720046080442,1182.0
204.18831927919925,1201.0
204.45942844888737,1187.0
204.73052796984268,1200.0
205.0016178420391,1151.0
205.2726980654506,1176.0
205.54376864005107,1182.0
205.81482956581436,1187.0
206.08588084271452,1169.0
206.3569224707254,1199.0
206.6279544498209,1189.0
206.89897677997493,1208.0
207.1699894611615,1157.0
207.44099249335446,1194.0
207.71198587652776,1200.0
207.9829696106553,1176.0
208.25394369571094,1169.0
208.52490813166872,1187.0
208.79586291850254,1163.0
209.0668080561862,1180.0
209.33774354469375,1193.0
209.60866938399909,1179.0
209.87958557407612,1182.0
210.15049211489873,1169.0
210.42138900644082,1178.0
210.69227624867642,1179.0
210.96315384157936,1172.0
211.2340217851236,1184.0
211.504880079283,1153.0
211.77572872403158,1173.0
212.0465677193432,1187.0
212.31739706519178,1211.0
212.58821676155122,1176.0
212.8590268083955,1198.0
213.1298272056985,1173.0
213.40061795343414,1191.0
213.67139905157634,1168.0
213.94217050009902,1200.0
214.21293229897614,1169.0
214.48368444818158,1189.0
214.75442694768924,1167.0
215.0251597974731,1174.0
215.29588299750702,1164.0
215.56659654776496,1175.0
215.83730044822082,1134.0
216.10799469884853,1185.0
216.378679299622,1210.0
216.64935425051522,1230.0
216.92001955150198,1151.0
217.19067520255626,1164.0
217.46132120365203,1165.0
217.73195755476314,1181.0
218.00258425586358,1158.0
218.27320130692718,1169.0
218.54380870792792,1172.0
218.81440645883973,1203.0
219.0849945596365,1160.0
219.35557301029212,1209.0
219.6261418107806,1185.0
219.8967009610758,1186.0
220.16725046115164,1132.0
220.43779031098202,1157.0
220.70832051054094,1169.0
220.97884105980225,1161.0
221.2493519587399,1162.0
221.5198532073278,1190.0
221.79034480553983,1200.0
222.06082675335,1212.0
222.33129905073216,1164.0
222.60176169766024,1170.0
222.87221469410818,1181.0
223.14265804004987,1201.0
223.41309173545932,1160.0
223.6835157803103,1178.0
223.95393017457684,1186.0
224.22433491823284,1190.0
224.4947300112522,1167.0
224.76511545360884,1189.0
225.0354912452767,1193.0
225.3058573862297,1204.0
225.57621387644173,1157.0
225.84656071588677,1189.0
226.11689790453866,1180.0
226.3872254423714,1204.0
226.65754332935884,1148.0
226.92785156547495,1153.0
227.1981501506936,1151.0
227.46843908498877,1189.0
227.7387183683344,1192.0
228.0089880007043,1197.0
228.27924798207246,1170.0
228.54949831241277,1208.0
228.8197389916992,1165.0
229.08997001990565,1191.0
229.36019139700602,1180.0
229.63040312297423,1194.0
229.90060519778424,1163.0
230.17079762140995,1191.0
230.44098039382527,1182.0
230.71115351500407,1196.0
230.98131698492037,1159.0
231.25147080354805,1187.0
231.52161497086098,1155.0
231.79174948683314,1186.0
232.06187435143846,1170.0
232.33198956465083,1220.0
232.60209512644417,1218.0
232.87219103679237,1185.0
233.1422772956694,1177.0
233.41235390304922,1185.0
233.68242085890563,1171.0
233.95247816321262,1198.0
234.22252581594412,1186.0
234.49256381707403,1200.0
234.7625921665763,1160.0
235.0326108644248,1148.0
235.30261991059345,1145.0
235.57261930505626,1191.0
235.84260904778702,1177.0
236.11258913875972,1190.0
236.3825595779483,1170.0
236.65252036532667,1187.0
236.92247150086874,1182.0
237.19241298454838,1209.0
237.46234481633957,1174.0
237.73226699621623,1180.0
238.00217952415227,1173.0
238.27208240012158,1214.0
238.54197562409814,1160.0
238.8118591960558,1158.0
239.08173311596855,1184.0
239.3515973838103,1207.0
239.62145199955484,1175.0
239.89129696317627,1207.0
240.16113227464845,1177.0
240.43095793394528,1173.0
240.70077394104064,1185.0
240.97058029590852,1182.0
241.24037699852283,1171.0
241.51016404885752,1166.0
241.77994144688643,1125.0
242.04970919258346,1171.0
242.31946728592266,1166.0
242.58921572687785,1199.0
242.85895451542294,1162.0
243.12868365153196,1176.0
243.39840313517874,1182.0
243.66811296633722,1181.0
243.9378131449813,1152.0
244.2075036710849,1174.0
244.47718454462196,1194.0
244.74685576556644,1212.0
