Wavelength (nm,Intensity AC 1
194.9648667,1128.0
195.23630391108566,994.0
195.50773147432525,1006.0
195.77914938969263,1007.0
196.0505576571618,1036.0
196.32195627670666,1108.0
196.59334524830112,1136.0
196.86472457191908,1117.0
197.13609424753452,1141.0
197.4074542751213,1148.0
197.67880465465336,1129.0
197.9501453861046,1144.0
198.221476469449,1169.0
198.49279790466042,1122.0
198.7641096917128,1156.0
199.03541183058002,1151.0
199.3067043212361,1198.0
199.5779871636549,1155.0
199.84926035781032,1169.0
200.12052390367631,1166.0
200.3917778012268,1181.0
200.66302205043567,1180.0
200.93425665127685,1198.0
201.20548160372428,1177.0
201.4766969077519,1177.0
201.74790256333358,1171.0
202.01909857044328,1150.0
202.29028492905485,1143.0
202.56146163914232,1186.0
202.83262870067955,1158.0
203.10378611364044,1169.0
203.37493387799896,1188.0
203.64607199372895,1180.0
203.91720046080442,1183.0
204.18831927919925,1196.0
204.45942844888737,1188.0
204.73052796984268,1198.0
205.0016178420391,1153.0
205.2726980654506,1177.0
205.54376864005107,1161.0
205.81482956581436,1161.0
206.08588084271452,1167.0
206.3569224707254,1187.0
206.6279544498209,1200.0
206.89897677997493,1210.0
207.1699894611615,1173.0
207.44099249335446,1188.0
207.71198587652776,1211.0
207.9829696106553,1193.0
208.25394369571094,1170.0
208.52490813166872,1175.0
208.79586291850254,1187.0
209.0668080561862,1190.0
209.33774354469375,1175.0
209.60866938399909,1180.0
209.87958557407612,1189.0
210.15049211489873,1191.0
210.42138900644082,1184.0
210.69227624867642,1186.0
210.96315384157936,1164.0
211.2340217851236,1187.0
211.504880079283,1168.0
211.77572872403158,1190.0
212.0465677193432,1181.0
212.31739706519178,1220.0
212.58821676155122,1164.0
212.8590268083955,1191.0
213.1298272056985,1180.0
213.40061795343414,1193.0
213.67139905157634,1173.0
213.94217050009902,1201.0
214.21293229897614,1163.0
214.48368444818158,1192.0
214.75442694768924,1172.0
215.0251597974731,1185.0
215.29588299750702,1194.0
215.56659654776496,1179.0
215.83730044822082,1125.0
216.10799469884853,1171.0
216.378679299622,1213.0
216.64935425051522,1219.0
216.92001955150198,1175.0
217.19067520255626,1169.0
217.46132120365203,1166.0
217.73195755476314,1181.0
218.00258425586358,1150.0
218.27320130692718,1178.0
218.54380870792792,1196.0
218.81440645883973,1226.0
219.0849945596365,1153.0
219.35557301029212,1187.0
219.6261418107806,1168.0
219.8967009610758,1172.0
220.16725046115164,1142.0
220.43779031098202,1187.0
220.70832051054094,1202.0
220.97884105980225,1168.0
221.2493519587399,1183.0
221.5198532073278,1199.0
221.79034480553983,1213.0
222.06082675335,1208.0
222.33129905073216,1162.0
222.60176169766024,1174.0
222.87221469410818,1177.0
223.14265804004987,1188.0
223.41309173545932,1178.0
223.6835157803103,1181.0
223.95393017457684,1180.0
224.22433491823284,1184.0
224.4947300112522,1165.0
224.76511545360884,1207.0
225.0354912452767,1202.0
225.3058573862297,1213.0
225.57621387644173,1162.0
225.84656071588677,1188.0
226.11689790453866,1179.0
226.3872254423714,1225.0
226.65754332935884,1158.0
226.92785156547495,1150.0
227.1981501506936,1144.0
227.46843908498877,1185.0
227.7387183683344,1193.0
228.0089880007043,1186.0
228.27924798207246,1175.0
228.54949831241277,1198.0
228.8197389916992,1175.0
229.08997001990565,1189.0
229.36019139700602,1181.0
229.63040312297423,1183.0
229.90060519778424,1165.0
230.17079762140995,1180.0
230.44098039382527,1190.0
230.71115351500407,1198.0
230.98131698492037,1154.0
231.25147080354805,1178.0
231.52161497086098,1163.0
231.79174948683314,1195.0
232.06187435143846,1145.0
232.33198956465083,1208.0
232.60209512644417,1218.0
232.87219103679237,1192.0
233.1422772956694,1156.0
233.41235390304922,1202.0
233.68242085890563,1175.0
233.95247816321262,1185.0
234.22252581594412,1182.0
234.49256381707403,1193.0
234.7625921665763,1160.0
235.0326108644248,1165.0
235.30261991059345,1154.0
235.57261930505626,1192.0
235.84260904778702,1184.0
236.11258913875972,1198.0
236.3825595779483,1194.0
236.65252036532667,1203.0
236.92247150086874,1163.0
237.19241298454838,1194.0
237.46234481633957,1150.0
237.73226699621623,1205.0
238.00217952415227,1182.0
238.27208240012158,1211.0
238.54197562409814,1171.0
238.8118591960558,1169.0
239.08173311596855,1187.0
239.3515973838103,1223.0
239.62145199955484,1186.0
239.89129696317627,1218.0
240.16113227464845,1182.0
240.43095793394528,1171.0
240.70077394104064,1169.0
240.97058029590852,1197.0
241.24037699852283,1172.0
241.51016404885752,1166.0
241.77994144688643,1147.0
242.04970919258346,1173.0
242.31946728592266,1190.0
242.58921572687785,1196.0
242.85895451542294,1145.0
243.12868365153196,1160.0
243.39840313517874,1148.0
243.66811296633722,1183.0
243.9378131449813,1153.0
244.2075036710849,1179.0
244.47718454462196,1195.0
244.74685576556644,1212.0
245.01651733389218,1155.0
245.28616924957313,1199.0
245.55581151258326,1173.0
245.82544412289644,1196.0
246.09506708048661,1179.0
246.36468038532763,1176.0
246.6342840373935,1159.0
246.9038780366581,1189.0
247.1734623830954,1178.0
247.44303707667922,1193.0
247.71260211738357,1166.0
247.98215750518236,1219.0
248.25170324004947,1197.0
248.5212393219588,1173.0
248.79076575088433,1178.0
249.06028252679997,1177.0
249.32978964967967,1180.0
249.59928711949726,1211.0
249.86877493622674,1162.0
250.13825309984196,1176.0
250.4077216103169,1149.0
250.67718046762548,1200.0
250.94662967174156,1217.0
251.21606922263916,1229.0
251.4854991202921,1151.0
251.75491936467432,1184.0
252.0243299557598,1188.0
252.29373089352242,1221.0
252.5631221779361,1170.0
252.83250380897474,1179.0
253.1018757866123,1167.0
253.37123811082267,1188.0
253.6405907815798,1145.0
253.9099337988576,1187.0
254.1792671626299,1165.0
254.4485908728708,1171.0
254.7179049295541,1143.0
254.98720933265372,1163.0
255.25650408214364,1180.0
255.52578917799767,1174.0
255.79506462018986,1153.0
256.06433040869405,1165.0
256.33358654348416,1180.0
256.60283302453416,1202.0
256.87206985181797,1186.0
257.1412970253095,1198.0
257.41051454498256,1167.0
257.6797224108112,1171.0
257.9489206227693,1154.0
258.2181091808308,1186.0
258.48728808496963,1195.0
258.7564573351596,1206.0
259.0256169313748,1158.0
259.2947668735891,1189.0
259.5639071617763,1187.0
259.83303779591046,1194.0
260.10215877596534,1159.0
260.37127010191506,1180.0
260.64037177373336,1154.0
260.90946379139433,1184.0
261.17854615487175,1156.0
261.4476188641396,1196.0
261.7166819191719,1178.0
261.98573531994236,1182.0
262.254779066425,1157.0
262.5238131585938,1150.0
262.7928375964225,1166.0
263.0618523798853,1188.0
263.33085750895583,1162.0
263.59985298360823,1185.0
263.86883880381635,1185.0
264.1378149695541,1185.0
264.40678148079536,1170.0
264.675738337514,1202.0
264.94468553968426,1188.0
265.2136230872796,1196.0
265.48255098027425,1139.0
265.75146921864206,1155.0
266.0203778023569,1142.0
266.28927673139276,1156.0
266.55816600572354,1149.0
266.8270456253231,1204.0
267.09591559016536,1175.0
267.3647759002244,1182.0
267.63362655547394,1166.0
267.90246755588805,1191.0
268.17129890144054,1223.0
268.4401205921055,1190.0
268.7089326278566,1155.0
268.9777350086678,1166.0
269.24652773451334,1129.0
269.5153108053667,1146.0
269.7840842212021,1147.0
270.0528479819934,1167.0
270.32160208771444,1183.0
270.5903465383392,1186.0
270.8590813338416,1165.0
271.12780647419555,1195.0
271.39652195937487,1186.0
271.6652277893537,1204.0
271.9339239641058,1145.0
272.2026104836051,1161.0
272.4712873478256,1152.0
272.73995455674117,1214.0
273.0086121103257,1184.0
273.2772600085531,1169.0
273.54589825139743,1150.0
273.8145268388324,1153.0
274.0831457708321,1143.0
274.3517550473704,1160.0
274.62035466842116,1154.0
274.88894463395843,1189.0
275.157524943956,1183.0
275.4260955983878,1187.0
275.69465659722783,1184.0
275.96320794045,1165.0
276.2317496280281,1164.0
276.50028165993626,1174.0
276.76880403614825,1148.0
277.03731675663806,1183.0
277.30581982137954,1156.0
277.57431323034666,1169.0
277.8427969835133,1183.0
278.11127108085344,1199.0
278.37973552234104,1111.0
278.64819030794985,1170.0
278.9166354376539,1168.0
279.18507091142715,1189.0
279.45349672924345,1162.0
279.7219128910767,1177.0
279.99031939690093,1146.0
280.25871624668997,1157.0
280.5271034404177,1171.0
280.79548097805815,1160.0
281.0638488595852,1165.0
281.33220708497277,1169.0
281.6005556541948,1153.0
281.86889456722514,1160.0
282.13722382403773,1158.0
282.4055434246065,1169.0
282.6738533689055,1160.0
282.9421536569084,1166.0
283.21044428858926,1148.0
283.47872526392206,1151.0
283.7469965828806,1142.0
284.015258245439,1214.0
284.2835102515709,1176.0
284.5517526012503,1169.0
284.81998529445127,1166.0
285.0882083311476,1176.0
285.35642171131326,1195.0
285.6246254349221,1179.0
285.89281950194817,1150.0
286.1610039123653,1159.0
286.42917866614744,1141.0
286.6973437632684,1170.0
286.9654992037023,1141.0
287.23364498742285,1188.0
287.5017811144041,1202.0
287.76990758462,1191.0
288.0380243980444,1174.0
288.3061315546512,1193.0
288.57422905441445,1173.0
288.84231689730785,1172.0
289.11039508330543,1155.0
289.37846361238127,1183.0
289.64652248450903,1168.0
289.91457169966276,1209.0
290.1826112578164,1155.0
290.4506411589439,1166.0
290.718661403019,1176.0
290.98667199001574,1185.0
291.2546729199081,1139.0
291.5226641926699,1153.0
291.79064580827514,1164.0
292.0586177666976,1199.0
292.3265800679113,1158.0
292.5945327118902,1181.0
292.8624756986082,1187.0
293.1304090280392,1218.0
293.39833270015714,1175.0
293.6662467149358,1171.0
293.93415107234927,1156.0
294.2020457723715,1180.0
294.46993081497624,1186.0
294.7378062001375,1151.0
295.00567192782927,1185.0
295.2735279980254,1189.0
295.5413744106997,1161.0
295.8092111658262,1162.0
296.07703826337894,1162.0
296.34485570333163,1196.0
296.6126634856583,1165.0
296.8804616103328,1188.0
297.1482500773291,1179.0
297.41602888662123,1182.0
297.68379803818294,1160.0
297.95155753198816,1167.0
298.21930736801085,1159.0
298.487047546225,1167.0
298.7547780666044,1154.0
299.0224989291231,1181.0
299.29021013375495,1182.0
299.55791168047386,1202.0
299.8256035692538,1172.0
300.09328580006866,1169.0
300.36095837289236,1167.0
300.6286212876987,1184.0
300.8962745444619,1165.0
301.1639181431556,1193.0
301.43155208375384,1157.0
301.6991763662305,1170.0
301.96679099055956,1142.0
302.2343959567149,1156.0
302.5019912646703,1166.0
302.76957691440003,1206.0
303.0371529058777,1160.0
303.3047192390773,1172.0
303.5722759139728,1148.0
303.8398229305381,1163.0
304.10736028874715,1164.0
304.37488798857385,1182.0
304.6424060299921,1164.0
304.9099144129758,1154.0
305.1774131374989,1141.0
305.4449022035354,1165.0
305.712381611059,1178.0
305.9798513600438,1177.0
306.2473114504638,1155.0
306.5147618822927,1194.0
306.7822026555046,1160.0
307.0496337700733,1186.0
307.3170552259727,1167.0
307.5844670231768,1193.0
307.8518691616595,1187.0
308.1192616413948,1151.0
308.38664446235646,1162.0
308.65401762451853,1200.0
308.9213811278549,1166.0
309.1887349723394,1137.0
309.45607915794614,1134.0
309.7234136846488,1183.0
309.9907385524215,1143.0
310.25805376123805,1164.0
310.52535931107235,1178.0
310.79265520189847,1197.0
311.0599414336902,1186.0
311.32721800642145,1195.0
311.5944849200662,1164.0
311.86174217459836,1203.0
312.12898976999185,1185.0
312.3962277062206,1197.0
312.66345598325853,1162.0
312.93067460107955,1185.0
313.19788355965755,1181.0
313.4650828589664,1199.0
313.7322724989802,1149.0
313.99945247967264,1170.0
314.26662280101783,1165.0
314.5337834629897,1190.0
314.800934465562,1174.0
315.0680758087088,1168.0
315.3352074924039,1168.0
315.60232951662135,1181.0
315.869441881335,1159.0
316.13654458651877,1157.0
316.4036376321465,1178.0
316.6707210181923,1207.0
316.93779474462997,1168.0
317.20485881143344,1182.0
317.4719132185766,1199.0
317.73895796603347,1198.0
318.00599305377784,1171.0
318.2730184817837,1168.0
318.5400342500249,1189.0
318.8070403584756,1192.0
319.07403680710945,1133.0
319.3410235959005,1180.0
319.6080007248226,1186.0
319.8749681938497,1194.0
320.14192600295576,1153.0
320.40887415211466,1173.0
320.6758126413003,1182.0
320.9427414704866,1178.0
321.20966063964755,1160.0
321.47657014875705,1177.0
321.743469997789,1168.0
322.0103601867173,1196.0
322.27724071551586,1145.0
322.5441115841586,1189.0
322.81097279261957,1161.0
323.07782434087244,1199.0
323.3446662288914,1164.0
323.6114984566502,1166.0
323.87832102412284,1173.0
324.1451339312832,1198.0
324.4119371781052,1148.0
324.6787307645628,1193.0
324.9455146906298,1161.0
325.2122889562803,1187.0
325.47905356148806,1186.0
325.7458085062271,1208.0
326.0125537904713,1156.0
326.2792894141946,1177.0
326.5460153773709,1142.0
326.8127316799741,1175.0
327.0794383219783,1163.0
327.3461353033571,1183.0
327.6128226240847,1157.0
327.8795002841348,1189.0
328.1461682834814,1163.0
328.4128266220986,1183.0
328.6794752999601,1157.0
328.9461143170399,1157.0
329.2127436733119,1170.0
329.47936336875,1181.0
329.7459734033282,1177.0
330.01257377702035,1179.0
330.27916448980034,1158.0
330.5457455416422,1202.0
330.8123169325198,1163.0
331.078878662407,1175.0
331.3454307312779,1163.0
331.6119731391061,1183.0
331.8785058858659,1145.0
332.14502897153085,1184.0
332.41154239607516,1162.0
332.6780461594726,1182.0
332.94454026169717,1170.0
333.2110247027227,1198.0
333.47749948252317,1194.0
333.74396460107255,1213.0
334.0104200583446,1190.0
334.2768658543135,1180.0
334.54330198895286,1167.0
334.80972846223676,1196.0
335.0761452741392,1145.0
335.342552424634,1177.0
335.608949913695,1178.0
335.8753377412963,1206.0
336.14171590741176,1170.0
336.40808441201517,1196.0
336.67444325508063,1154.0
336.9407924365819,1164.0
337.20713195649313,1164.0
337.4734618147879,1186.0
337.73978201144047,1159.0
338.0060925464246,1172.0
338.27239341971415,1166.0
338.5386846312832,1200.0
338.8049661811055,1165.0
339.0712380691551,1172.0
339.3375002954059,1148.0
339.60375285983173,1199.0
339.86999576240663,1192.0
340.13622900310435,1163.0
340.40245258189907,1158.0
340.6686664987645,1157.0
340.93487075367466,1164.0
341.20106534660334,1180.0
341.4672502775246,1166.0
341.7334255464124,1179.0
341.9995911532405,1183.0
342.2657470979829,1231.0
342.53189338061344,1162.0
342.7980300011063,1183.0
343.0641569594351,1187.0
343.3302742555738,1204.0
343.5963818894965,1147.0
343.862479861177,1188.0
344.12856817058923,1163.0
344.3946468177071,1189.0
344.6607158025046,1140.0
344.9267751249555,1179.0
345.19282478503396,1197.0
345.4588647827136,1188.0
345.7248951179686,1161.0
345.9909157907727,1174.0
346.25692680109995,1171.0
346.5229281489242,1183.0
346.78891983421937,1158.0
347.0549018569594,1183.0
347.3208742171182,1197.0
347.5868369146698,1213.0
347.8527899495879,1173.0
348.11873332184655,1170.0
