Angle (deg),Average Power (nJ)
0.0,86679611654.52042
20.0,1.4036893203883491
40.0,2.3192233009708736
60.0,3.4993798449612403
80.0,5.4571844660194175
100.0,7.9669902912621335
120.0,11.477984496124035
140.0,16.066310679611647
160.0,26.079611650485433
180.0,40.24741379310343
200.0,54.728155339805845
220.0,72.86990291262136
240.0,81.94883720930235
260.0,121.46282051282047
280.0,130.44563106796116
300.0,124.27572815533982
320.0,124.53768115942026
340.0,121.44105263157898
