Wavelength,Intensity
345.4588647827136,1010.0
345.7248951179686,1016.0
345.9909157907727,1045.0
346.25692680109995,984.0
346.5229281489242,1021.0
346.78891983421937,1013.0
347.0549018569594,1006.0
347.3208742171182,999.0
347.5868369146698,995.0
347.8527899495879,1010.0
348.11873332184655,1022.0
348.38466703141967,1011.0
348.6505910782812,1023.0
348.916505462405,989.0
349.182410183765,1006.0
349.44830524233515,1003.0
349.71419063808935,1013.0
349.98006637100156,1001.0
350.2459324410456,1013.0
350.5117888481955,999.0
350.7776355924252,996.0
351.04347267370844,995.0
351.3093000920194,1024.0
351.57511784733174,982.0
351.8409259396196,1010.0
352.1067243688567,1001.0
352.3725131350171,1010.0
352.63829223807465,998.0
352.90406167800336,1014.0
353.16982145477704,1010.0
353.4355715683696,1000.0
353.7013120187552,1009.0
353.9670428059074,1028.0
354.2327639298004,971.0
354.498475390408,999.0
354.7641771877041,997.0
355.0298693216627,999.0
355.29555179225764,996.0
355.5612245994629,997.0
355.82688774325237,1002.0
356.0925412236,1011.0
356.35818504047967,1014.0
356.62381919386536,1021.0
356.8894436837309,976.0
357.1550585100503,1002.0
357.42066367279745,1004.0
357.6862591719462,998.0
357.95184500747064,1000.0
358.2174211793444,1012.0
358.48298768754177,1008.0
358.74854453203636,1010.0
359.0140917128022,1001.0
359.2796292298133,1008.0
359.5451570830435,975.0
359.8106752724667,1001.0
360.0761837980568,1005.0
360.34168265978786,1027.0
360.60717185763355,1002.0
360.8726513915681,1007.0
361.1381212615652,1002.0
361.40358146759877,1006.0
361.66903200964293,1009.0
361.9344728876714,1026.0
362.1999041016582,985.0
362.4653256515772,1000.0
362.7307375374024,999.0
362.99613975910756,1003.0
363.2615323166668,997.0
363.52691521005386,995.0
363.7922884392428,999.0
364.05765200420745,1005.0
364.32300590492173,1007.0
364.58835014135974,1031.0
364.85368471349506,984.0
365.119009621302,989.0
365.3843248647541,1006.0
365.6496304438256,1021.0
365.9149263584902,999.0
366.18021260872194,1003.0
366.4454891944947,997.0
366.7107561157824,1000.0
366.97601337255895,1004.0
367.24126096479824,1019.0
367.5064988924744,976.0
367.77172715556105,1001.0
368.0369457540323,997.0
368.30215468786196,1004.0
368.56735395702407,1002.0
368.83254356149246,1008.0
369.097723501241,999.0
369.36289377624377,1006.0
369.62805438647456,1017.0
369.8932053319074,1033.0
370.1583466125161,974.0
370.42347822827463,997.0
370.6886001791569,1000.0
370.9537124651368,986.0
371.2188150861884,989.0
371.48390804228535,999.0
371.7489913334019,1001.0
372.0140649595116,997.0
372.2791289205887,1002.0
372.5441832166069,1027.0
372.8092278475403,984.0
373.0742628133627,1007.0
373.339288114048,998.0
373.6043037495702,1014.0
373.86930971990313,991.0
374.1343060250209,1001.0
374.3992926648972,1017.0
374.664269639506,1003.0
374.9292369488214,1009.0
375.1941945928171,1027.0
375.45914257146717,989.0
375.7240808847453,997.0
375.98900953262586,1001.0
376.25392851508224,1026.0
376.5188378320887,1014.0
376.78373748361906,1001.0
377.0486274696473,995.0
377.31350779014724,996.0
377.57837844509277,999.0
377.84323943445804,1034.0
378.10809075821663,983.0
378.37293241634285,999.0
378.6377644088103,1002.0
378.90258673559305,1003.0
379.167399396665,994.0
379.4322023920001,995.0
379.69699572157214,997.0
379.9617793853551,997.0
380.22655338332305,1014.0
380.4913177154497,1023.0
380.7560723817092,975.0
381.0208173820751,997.0
381.2855527165217,989.0
381.55027838502275,994.0
381.81499438755225,1001.0
382.0797007240839,1003.0
382.34439739459185,1012.0
382.60908439905006,1013.0
382.8737617374322,1014.0
383.1384294097124,1028.0
383.4030874158645,982.0
383.66773575586234,1017.0
383.93237442968007,1014.0
384.1970034372913,1016.0
384.46162277867035,994.0
384.7262324537907,1001.0
384.99083246262666,994.0
385.2554228051518,1000.0
385.5200034813403,1019.0
385.78457449116604,1028.0
386.0491358346028,977.0
386.31368751162466,989.0
386.5782295222054,996.0
386.8427618663191,998.0
387.1072845439395,996.0
387.37179755504076,991.0
387.63630089959645,994.0
387.9007945775808,1005.0
388.1652785889676,1014.0
388.4297529337308,1036.0
388.69421761184435,987.0
388.95867262328204,996.0
389.223117968018,997.0
389.48755364602596,1007.0
389.7519796572799,992.0
390.0163960017538,991.0
390.28080267942147,989.0
390.545199690257,992.0
390.809587034234,1013.0
391.0739647113268,1021.0
391.33833272150906,974.0
391.60269106475477,990.0
391.86703974103773,990.0
392.13137875033203,995.0
392.3957080926116,996.0
392.6600277678502,1003.0
392.92433777602184,994.0
393.18863811710037,1005.0
393.4529287910599,1016.0
393.7172097978741,1033.0
393.98148113751716,977.0
394.24574280996274,997.0
394.50999481518494,991.0
394.77423715315757,1004.0
395.0384698238546,992.0
395.30269282725,998.0
395.5669061633175,996.0
395.8311098320313,1001.0
396.09530383336505,1001.0
396.35948816729285,1014.0
396.6236628337886,986.0
396.8878278328262,1003.0
397.1519831643795,991.0
397.4161288284224,995.0
397.6802648249291,990.0
397.94439115387314,1001.0
398.2085078152287,1000.0
398.4726148089696,1002.0
398.7367121350698,999.0
399.0007997935031,1032.0
399.2648777842436,980.0
399.52894610726514,1005.0
399.7930047625416,999.0
400.05705375004703,1003.0
400.3210930697551,1000.0
400.58512272164006,991.0
400.8491427056755,1000.0
401.11315302183556,1006.0
401.3771536700941,1029.0
401.6411446504251,1037.0
401.9051259628023,984.0
402.1690976071997,997.0
402.43305958359144,1003.0
402.69701189195115,995.0
402.96095453225286,1012.0
403.22488750447053,1009.0
403.48881080857797,1008.0
403.75272444454924,1007.0
404.0166284123581,1009.0
404.2805227119787,1027.0
404.54440734338465,989.0
404.80828230655015,999.0
405.072147601449,991.0
405.336003228055,1005.0
405.59984918634234,1002.0
405.8636854762848,1000.0
406.12751209785625,987.0
406.3913290510306,987.0
406.655136335782,993.0
406.91893395208405,1014.0
407.18272189991086,973.0
407.4465001792363,978.0
407.7102687900344,995.0
407.97402773227884,993.0
408.23777700594377,992.0
408.50151661100296,1008.0
408.76524654743037,1005.0
409.0289668152,1008.0
409.29267741428566,1018.0
409.55637834466137,1038.0
409.820069606301,984.0
410.08375119917844,996.0
410.3474231232677,1001.0
410.61108537854255,1015.0
410.8747379649771,1011.0
411.13838088254505,1011.0
411.40201413122054,1008.0
411.66563771097736,1001.0
411.92925162178943,1008.0
412.19285586363077,1037.0
412.4564504364752,982.0
412.72003534029665,1015.0
412.98361057506906,1012.0
413.24717614076644,1006.0
413.51073203736246,994.0
413.77427826483125,1014.0
414.03781482314673,1013.0
414.3013417122828,1006.0
414.5648589322133,1011.0
414.82836648291226,1043.0
415.0918643643535,996.0
415.35535257651094,999.0
415.6188311193587,998.0
415.8822999928703,1011.0
416.14575919702,1012.0
416.40920873178175,1005.0
416.67264859712924,998.0
416.9360787930365,1006.0
417.19949931947735,1015.0
417.46291017642596,1028.0
417.726311363856,991.0
417.9897028817416,1003.0
418.2530847300564,1002.0
418.5164569087745,1004.0
418.77981941786993,1009.0
419.0431722573164,999.0
419.3065154270879,988.0
419.5698489271584,989.0
419.8331727575018,1013.0
420.09648691809195,1032.0
420.3597914089029,990.0
420.62308622990844,1007.0
420.88637138108254,1005.0
421.14964686239915,995.0
421.4129126738321,1010.0
421.6761688153555,1009.0
421.939415286943,989.0
422.2026520885688,1010.0
422.46587922020655,1011.0
422.7290966818304,1048.0
422.99230447341415,989.0
423.2555025949317,994.0
423.5186910463571,1006.0
423.78186982766414,1013.0
424.04503893882685,1007.0
424.308198379819,991.0
424.57134815061465,992.0
424.8344882511876,1003.0
425.09761868151185,1008.0
425.3607394415614,1027.0
425.62385053131,980.0
425.88695195073166,1017.0
426.1500436998002,1006.0
426.4131257784898,1001.0
426.67619818677406,1010.0
426.9392609246271,1002.0
427.20231399202277,992.0
427.46535738893505,999.0
427.7283911153378,1009.0
427.99141517120495,1034.0
428.25442955651044,983.0
428.5174342712281,998.0
428.78042931533207,993.0
429.043414688796,1016.0
429.306390391594,1003.0
429.5693564236999,999.0
429.83231278508765,1008.0
430.0952594757312,1003.0
430.3581964956044,1020.0
430.6211238446813,1027.0
430.8840415229356,973.0
431.14694953034143,1001.0
431.40984786687255,1000.0
431.672736532503,1000.0
431.9356155272067,992.0
432.19848485095747,999.0
432.4613445037294,1007.0
432.7241944854961,1019.0
432.9870347962319,1009.0
433.24986543591035,1029.0
433.5126864045056,983.0
433.7754977019915,996.0
434.03829932834196,998.0
434.3010912835309,997.0
434.56387356753226,1001.0
434.82664618032004,1015.0
435.08940912186785,1002.0
435.35216239215003,998.0
435.6149059911402,1006.0
435.8776399188124,1034.0
436.1403641751406,995.0
436.40307876009854,994.0
436.6657836736603,983.0
436.9284789157997,1000.0
437.19116448649083,1001.0
437.45384038570734,1013.0
437.71650661342346,1002.0
437.97916316961283,990.0
438.2418100542496,1003.0
438.5044472673075,1023.0
438.7670748087606,980.0
439.02969267858265,1006.0
439.2923008767477,1006.0
439.5548994032297,988.0
439.8174882580024,1009.0
440.08006744103994,1006.0
440.34263695231607,991.0
440.6051967918048,998.0
440.86774695948003,1004.0
441.1302874553157,1029.0
441.3928182792857,993.0
441.6553394313638,998.0
441.9178509115243,985.0
442.1803527197407,1011.0
442.44284485598723,1011.0
442.70532732023764,1006.0
442.9678001124659,990.0
443.23026323264594,1008.0
443.4927166807517,1016.0
443.75516045675704,1023.0
444.0175945606359,980.0
444.28001899236233,1002.0
444.54243375191004,991.0
444.804838839253,1001.0
445.06723425436525,994.0
445.3296199972206,1009.0
445.59199606779305,1000.0
445.8543624660564,1002.0
446.11671919198477,1010.0
446.37906624555177,1029.0
446.64140362673163,980.0
446.9037313354981,991.0
447.16604937182507,996.0
447.42835773568675,998.0
447.69065642705664,982.0
447.952945445909,1009.0
448.2152247922175,986.0
448.4774944659563,999.0
448.73975446709903,1020.0
449.00200479562,1025.0
449.2642454514927,987.0
449.5264764346913,998.0
449.7886977451897,989.0
450.0509093829618,996.0
450.3131113479816,995.0
450.57530364022284,1011.0
450.8374862596596,1008.0
451.0996592062656,1011.0
451.36182248001506,1008.0
451.6239760808816,1031.0
451.88612000883927,989.0
452.1482542638621,1005.0
452.41037884592384,983.0
452.6724937549986,1011.0
452.93459899106,997.0
453.1966945540823,1000.0
453.4587804440391,1008.0
453.72085666090453,1007.0
453.98292320465254,1019.0
454.2449800752568,1040.0
454.5070272726916,989.0
454.7690647969305,993.0
455.03109264794773,997.0
455.2931108257169,995.0
455.5551193302122,996.0
455.81711816140734,1010.0
456.0791073192763,1011.0
456.3410868037932,1018.0
456.6030566149317,1020.0
456.8650167526659,1027.0
457.1269672169695,971.0
457.3889080078167,997.0
457.6508391251812,990.0
457.91276056903706,1008.0
458.17467233935804,1004.0
458.4365744361182,1008.0
458.6984668592915,1001.0
458.96034960885163,1001.0
459.2222226847728,1009.0
459.4840860870287,1031.0
459.74593981559343,990.0
460.0077838704407,1005.0
460.26961825154456,1000.0
460.531442958879,1000.0
460.7932579924178,1002.0
461.05506335213505,1002.0
461.3168590380044,998.0
461.57864505000003,996.0
461.8404213880957,1012.0
462.1021880522655,1019.0
462.36394504248307,967.0
462.6256923587226,987.0
462.8874300009579,1002.0
463.1491579691629,1000.0
463.4108762633116,999.0
463.6725848833777,1008.0
463.9342838293354,1005.0
464.19597310115836,1001.0
464.4576526988207,1005.0
464.7193226222962,1029.0
464.9809828715588,983.0
465.2426334465826,1003.0
465.5042743473413,985.0
465.76590557380894,998.0
466.02752712595935,997.0
466.2891390037666,987.0
466.5507412072044,997.0
466.8123337362468,1010.0
467.0739165908677,1005.0
467.33548977104107,1029.0
467.5970532767408,973.0
467.8586071079407,997.0
468.1201512646149,1006.0
468.3816857467371,1001.0
468.6432105542814,992.0
468.90472568722157,999.0
469.1662311455315,991.0
469.4277269291855,1000.0
469.689213038157,1012.0
469.9506894724202,1033.0
470.2121562319489,980.0
470.4736133167171,1010.0
470.73506072669863,1010.0
470.9964984618676,1002.0
471.2579265221976,998.0
471.5193449076628,1012.0
471.78075361823716,1004.0
472.0421526538944,999.0
472.30354201460864,1007.0
472.5649217003536,1031.0
472.8262917111034,984.0
473.08765204683175,1007.0
473.34900270751274,1006.0
473.6103436931203,1001.0
473.8716750036281,1000.0
474.1329966390105,999.0
474.394308599241,1002.0
474.6556108842938,1011.0
474.91690349414256,1020.0
475.1781864287615,1021.0
475.43945968812426,977.0
475.70072327220487,998.0
475.9619771809774,998.0
476.2232214144155,1001.0
476.4844559724933,995.0
476.7456808551846,1005.0
477.00689606246345,1004.0
477.2681015943036,1000.0
477.5292974506791,1003.0
477.7904836315638,1030.0
478.0516601369316,986.0
478.3128269667566,1010.0
478.5739841210125,994.0
478.83513159967333,1002.0
479.09626940271295,1002.0
479.3573975301054,991.0
479.6185159818244,1006.0
479.879624757844,1002.0
480.1407238581382,1008.0
480.4018132826808,1014.0
480.6628930314457,988.0
480.9239631044069,1002.0
481.1850235015383,1017.0
481.44607422281376,1002.0
481.70711526820736,985.0
481.96814663769277,993.0
482.229168331244,999.0
482.4901803488352,1010.0
482.75118269044,1015.0
483.01217535603257,1014.0
483.2731583455865,971.0
483.534131659076,997.0
483.79509529647487,996.0
484.056049257757,999.0
484.3169935428964,989.0
484.5779281518669,1000.0
484.83885308464255,995.0
485.09976834119715,1001.0
485.3606739215047,1010.0
485.621569825539,1018.0
485.88245605327415,975.0
486.1433326046839,1010.0
486.40419947974215,1003.0
486.6650566784231,1002.0
486.92590420070036,1001.0
487.18674204654803,991.0
487.4475702159399,984.0
487.70838870885,995.0
487.96919752525224,1008.0
488.2299966651205,1019.0
488.4907861284287,968.0
488.75156591515065,1000.0
489.0123360252606,998.0
489.2730964587321,1001.0
489.5338472155393,990.0
489.794588295656,995.0
490.05531969905627,1001.0
490.3160414257139,1012.0
490.57675347560286,1009.0
490.83745584869695,1012.0
