Angle (deg),Average Power (nJ)
0.0,15.850601503759409
50.0,2.5639622641509425
100.0,6.585283018867928
150.0,17.74337423312883
200.0,52.92781954887219
250.0,84.68345864661656
300.0,83179245401.73686
350.0,63.9593984962406
