Angle (deg),Average Power (nJ)
0.0,3.116044776119402
50.0,2.746388888888889
100.0,7.1004968944099405
150.0,15.993684210526316
200.0,48.27304964539008
250.0,91.69179104477612
300.0,114.15555555555548
350.0,54.90648148148151
