Angle (deg),Average Power (nJ)
0.0,2.7396992481202993
50.0,2.6620125786163515
100.0,6.7011320754716985
150.0,17.245255474452566
200.0,50.20208333333334
250.0,84.36917293233086
300.0,114.77924528301891
350.0,66.35338345864658
