Angle (deg),Average Power (nJ)
0.0,13.73201257861637
50.0,8.03477987421384
100.0,19.515731707317066
150.0,55.43144654088049
200.0,105.2616352201258
250.0,57057692423.63778
300.0,112.71249999999999
350.0,3.880000000000001
