Angle (deg),Average Power (nJ)
0.0,1.3817829457364335
20.0,2.324368932038835
40.0,3.448640776699029
60.0,4.9968992248061985
80.0,7.51441860465116
100.0,11.01635658914729
120.0,17.551456310679608
140.0,26.117054263565894
160.0,39.73300970873786
180.0,55.30775193798452
200.0,73.79126213592234
220.0,70162790780.8573
240.0,120.20776699029128
260.0,120.02524271844665
280.0,115.01165048543692
300.0,120.9376923076923
320.0,118.92718446601936
340.0,5.341549295774649
