Angle (deg),Average Power (nJ)
0.0,3.2982170542635654
50.0,2.6598058252427195
100.0,7.822713178294572
150.0,21.139805825242714
200.0,52.30620155038758
250.0,92.16511627906979
300.0,119.55242718446604
350.0,66.64563106796118
