Angle (deg),Average Power (nJ)
0.0,2.361860465116279
50.0,2.6614728682170563
100.0,7.52271844660194
150.0,20.226213592233012
200.0,51.83875968992249
250.0,91.66310679611655
300.0,113.35192307692314
350.0,53.17281553398061
