Angle (deg),Average Power (nJ)
0.0,3.9452713178294583
20.0,1.6944660194174752
40.0,2.6021705426356596
60.0,3.8444660194174736
80.0,5.639612403100781
100.0,8.126796116504853
120.0,11.750232558139539
140.0,17.59307692307692
160.0,26.71937984496124
180.0,38.7062015503876
200.0,54.800000000000004
220.0,66.47751937984498
240.0,80.46019417475728
260.0,117.10000000000008
280.0,123.52524271844662
300.0,121.82713178294577
320.0,123.77209302325582
340.0,121.78793103448281
