time, power, status
3585.748, 8.27e-09, 0.00
3586.170, 5.97e-09, 0.00
3586.515, 5.92e-09, 0.00
3586.841, 1.17e-08, 0.00
3587.260, 5.81e-09, 0.00
3587.690, 5.93e-09, 0.00
3588.054, 9.79e-09, 0.00
3588.378, 9.35e-09, 0.00
3588.787, 5.94e-09, 0.00
3589.111, 5.94e-09, 0.00
3589.453, 9.23e-09, 0.00
3589.804, 6.93e-09, 0.00
3590.206, 9.19e-09, 0.00
3590.531, 6.93e-09, 0.00
3590.979, 5.94e-09, 0.00
3591.424, 5.77e-09, 0.00
3591.774, 6.71e-09, 0.00
3592.094, 1.01e-08, 0.00
3592.513, 7.38e-09, 0.00
3592.863, 7.45e-09, 0.00
3593.186, 6.96e-09, 0.00
3593.595, 6.93e-09, 0.00
3593.918, 9.12e-09, 0.00
3594.276, 9.21e-09, 0.00
3594.671, 6.88e-09, 0.00
3595.115, 6.07e-09, 0.00
3595.561, 5.77e-09, 0.00
3595.913, 7.92e-09, 0.00
3596.238, 7.02e-09, 0.00
3596.646, 5.96e-09, 0.00
3596.970, 1.08e-08, 0.00
3597.306, 8.02e-09, 0.00
3597.634, 9.27e-09, 0.00
3597.976, 7.40e-09, 0.00
3598.320, 7.33e-09, 0.00
3598.649, 9.29e-09, 0.00
3599.052, 7.02e-09, 0.00
3599.375, 7.11e-09, 0.00
3599.724, 6.67e-09, 0.00
3600.147, 5.71e-09, 0.00
3600.488, 1.06e-08, 0.00
3600.813, 7.39e-09, 0.00
3601.136, 5.89e-09, 0.00
3601.558, 5.80e-09, 0.00
3601.908, 6.03e-09, 0.00
3602.310, 8.32e-09, 0.00
3602.658, 5.92e-09, 0.00
3603.082, 7.98e-09, 0.00
3603.506, 7.45e-09, 0.00
3603.954, 1.13e-08, 0.00
3604.366, 1.06e-08, 0.00
3604.698, 1.06e-08, 0.00
3605.139, 7.12e-09, 0.00
3605.486, 6.70e-09, 0.00
3605.816, 8.25e-09, 0.00
3606.222, 9.05e-09, 0.00
3606.571, 7.48e-09, 0.00
3606.915, 5.82e-09, 0.00
3607.239, 8.49e-09, 0.00
3607.666, 5.83e-09, 0.00
3608.012, 6.36e-09, 0.00
3608.414, 8.30e-09, 0.00
3608.763, 5.96e-09, 0.00
3609.123, 1.21e-08, 0.00
3609.443, 8.29e-09, 0.00
3609.851, 9.01e-09, 0.00
3610.195, 9.45e-09, 0.00
3610.518, 5.84e-09, 0.00
3610.968, 5.91e-09, 0.00
3611.411, 5.81e-09, 0.00
3611.762, 5.82e-09, 0.00
3612.086, 9.69e-09, 0.00
3612.509, 5.93e-09, 0.00
3612.859, 5.82e-09, 0.00
3613.202, 8.20e-09, 0.00
3613.610, 5.84e-09, 0.00
3614.047, 7.34e-09, 0.00
3614.478, 8.35e-09, 0.00
3614.908, 7.71e-09, 0.00
3615.255, 7.35e-09, 0.00
3615.683, 8.22e-09, 0.00
3616.030, 8.30e-09, 0.00
3616.452, 5.81e-09, 0.00
3616.900, 7.54e-09, 0.00
3617.245, 7.01e-09, 0.00
3617.652, 9.22e-09, 0.00
3617.995, 6.98e-09, 0.00
3618.340, 7.11e-09, 0.00
3618.668, 9.32e-09, 0.00
3619.071, 7.90e-09, 0.00
3619.394, 9.92e-09, 0.00
3619.738, 8.16e-09, 0.00
3620.162, 6.92e-09, 0.00
3620.485, 9.14e-09, 0.00
3620.814, 6.91e-09, 0.00
3621.177, 6.51e-09, 0.00
3621.500, 8.79e-09, 0.00
3621.908, 5.82e-09, 0.00
3622.231, 8.39e-09, 0.00
3622.579, 5.84e-09, 0.00
3622.924, 5.89e-09, 0.00
3623.246, 8.29e-09, 0.00
3623.575, 7.28e-09, 0.00
3623.971, 5.75e-09, 0.00
3624.422, 6.52e-09, 0.00
3624.776, 6.29e-09, 0.00
3625.100, 5.83e-09, 0.00
3625.526, 9.03e-09, 0.00
3625.876, 6.01e-09, 0.00
3626.200, 5.75e-09, 0.00
3626.628, 6.55e-09, 0.00
3626.973, 6.10e-09, 0.00
3627.296, 8.38e-09, 0.00
3627.723, 5.84e-09, 0.00
3628.167, 5.77e-09, 0.00
3628.598, 5.98e-09, 0.00
3629.042, 5.76e-09, 0.00
3629.486, 5.77e-09, 0.00
3629.915, 8.82e-09, 0.00
3630.239, 1.10e-08, 0.00
3630.580, 5.86e-09, 0.00
3630.942, 1.54e-08, 0.00
3631.281, 8.16e-09, 0.00
3631.689, 8.27e-09, 0.00
3632.113, 9.11e-09, 0.00
3632.457, 5.91e-09, 0.00
3632.807, 5.81e-09, 0.00
3633.131, 7.15e-09, 0.00
3633.552, 6.98e-09, 0.00
