time, power, status
3624.524, 2.10e-09, 0.00
3624.853, 2.58e-09, 0.00
3625.176, 2.40e-09, 0.00
3625.499, 2.17e-09, 0.00
3625.929, 2.00e-09, 0.00
3626.372, 1.96e-09, 0.00
3626.722, 2.06e-09, 0.00
3627.046, 2.25e-09, 0.00
3627.448, 2.32e-09, 0.00
3627.898, 2.09e-09, 0.00
3628.242, 2.17e-09, 0.00
3628.566, 2.25e-09, 0.00
3628.974, 2.08e-09, 0.00
3629.318, 2.16e-09, 0.00
3629.641, 2.66e-09, 0.00
3630.049, 2.19e-09, 0.00
3630.393, 2.29e-09, 0.00
3630.722, 2.25e-09, 0.00
3631.125, 2.35e-09, 0.00
3631.549, 2.25e-09, 0.00
3631.878, 2.26e-09, 0.00
3632.201, 2.59e-09, 0.00
3632.644, 2.05e-09, 0.00
3633.067, 2.08e-09, 0.00
3633.397, 2.40e-09, 0.00
3633.726, 2.12e-09, 0.00
3634.071, 2.52e-09, 0.00
3634.398, 2.74e-09, 0.00
3634.808, 2.26e-09, 0.00
3635.153, 2.83e-09, 0.00
3635.476, 2.25e-09, 0.00
3635.884, 2.34e-09, 0.00
3636.308, 2.16e-09, 0.00
3636.631, 2.17e-09, 0.00
3636.959, 2.16e-09, 0.00
3637.402, 2.14e-09, 0.00
3637.831, 2.06e-09, 0.00
3638.256, 2.17e-09, 0.00
3638.684, 2.26e-09, 0.00
3639.029, 2.12e-09, 0.00
3639.352, 2.17e-09, 0.00
3639.760, 2.11e-09, 0.00
3640.184, 2.10e-09, 0.00
3640.507, 2.16e-09, 0.00
3640.835, 2.15e-09, 0.00
3641.198, 2.57e-09, 0.00
3641.521, 2.73e-09, 0.00
3641.929, 2.88e-09, 0.00
3642.353, 2.79e-09, 0.00
3642.763, 2.51e-09, 0.00
3643.118, 2.04e-09, 0.00
3643.450, 2.00e-09, 0.00
3643.860, 2.16e-09, 0.00
3644.186, 2.69e-09, 0.00
3644.511, 2.40e-09, 0.00
3644.943, 2.04e-09, 0.00
3645.387, 2.21e-09, 0.00
3645.816, 2.25e-09, 0.00
3646.162, 2.12e-09, 0.00
3646.484, 2.76e-09, 0.00
3646.893, 2.30e-09, 0.00
3647.336, 2.51e-09, 0.00
3647.687, 2.68e-09, 0.00
3648.010, 3.42e-09, 0.00
3648.413, 2.12e-09, 0.00
3648.843, 2.59e-09, 0.00
3649.166, 2.29e-09, 0.00
3649.508, 2.14e-09, 0.00
3649.938, 2.19e-09, 0.00
3650.282, 2.41e-09, 0.00
3650.606, 3.21e-09, 0.00
3651.014, 2.19e-09, 0.00
3651.439, 2.27e-09, 0.00
3651.868, 2.64e-09, 0.00
3652.191, 2.73e-09, 0.00
3652.514, 2.67e-09, 0.00
3652.957, 2.74e-09, 0.00
3653.386, 2.83e-09, 0.00
3653.817, 2.19e-09, 0.00
3654.263, 2.30e-09, 0.00
3654.693, 2.48e-09, 0.00
3655.120, 2.59e-09, 0.00
3655.544, 2.21e-09, 0.00
3655.872, 2.17e-09, 0.00
3656.195, 2.11e-09, 0.00
3656.638, 2.19e-09, 0.00
3657.049, 2.46e-09, 0.00
3657.472, 2.04e-09, 0.00
3657.801, 2.74e-09, 0.00
3658.124, 2.25e-09, 0.00
3658.567, 2.20e-09, 0.00
3658.916, 2.10e-09, 0.00
3659.239, 2.14e-09, 0.00
3659.642, 2.50e-09, 0.00
3660.092, 2.10e-09, 0.00
3660.496, 2.66e-09, 0.00
3660.825, 2.21e-09, 0.00
3661.166, 2.25e-09, 0.00
3661.590, 2.21e-09, 0.00
3662.019, 2.35e-09, 0.00
3662.443, 2.20e-09, 0.00
3662.771, 2.53e-09, 0.00
3663.114, 2.36e-09, 0.00
3663.531, 2.48e-09, 0.00
3663.968, 2.31e-09, 0.00
3664.415, 2.11e-09, 0.00
3664.845, 2.69e-09, 0.00
3665.194, 2.05e-09, 0.00
3665.516, 2.78e-09, 0.00
3665.925, 2.63e-09, 0.00
3666.368, 2.09e-09, 0.00
3666.799, 2.17e-09, 0.00
3667.143, 2.27e-09, 0.00
3667.466, 2.09e-09, 0.00
3667.874, 2.76e-09, 0.00
3668.299, 2.16e-09, 0.00
3668.622, 2.72e-09, 0.00
3668.951, 2.37e-09, 0.00
3669.394, 2.32e-09, 0.00
3669.824, 2.87e-09, 0.00
3670.168, 2.17e-09, 0.00
3670.492, 2.85e-09, 0.00
3670.900, 2.11e-09, 0.00
3671.324, 2.68e-09, 0.00
3671.647, 2.78e-09, 0.00
3671.976, 2.32e-09, 0.00
3672.420, 2.09e-09, 0.00
3672.830, 2.12e-09, 0.00
3673.273, 2.17e-09, 0.00
